state,year,quarter,txn_amount,qoq_amt,user_growth,value_user_gap,avg_ticket,anomaly_score,is_anomaly
maharashtra,2020,3,440307079012.44507,0.4857193831085884,0.09193183013601969,0.39378755297256873,1641.0329942900314,0.4355046402055593,False
ladakh,2023,1,3849021298.0,0.32978100584748526,0.043766515888166824,0.28601448995931844,2455.9139394836548,0.43504772504425543,False
nagaland,2020,2,1137674504.3478007,0.2714571937384378,0.21524504633993824,0.05621214739849956,2198.1244988036324,0.4348040037868217,False
karnataka,2020,4,658036698565.0183,0.3978756376878756,0.0933558185336949,0.3045198191541807,1524.8674458108978,0.4347695300365883,False
sikkim,2022,3,5162880543.8914585,-0.07988178315507377,0.04991538231807202,-0.1297971654731458,2154.1100703080824,0.4346312973261928,False
jammu-&-kashmir,2022,3,40963554502.24823,-0.11438368719290481,0.05112285013787243,-0.16550653733077725,1817.8236566844544,0.4346179969624551,False
kerala,2019,2,13031371561.185545,0.2732126936882966,0.19354973079025606,0.07966296289804053,1789.0833143440748,0.4341538924637023,False
assam,2019,2,10954969189.12621,0.3690118623524439,0.1914429923317329,0.17756887002071098,2008.2698031681457,0.4341395375277649,False
mizoram,2019,4,368689350.63448846,0.32244410906707666,0.16625651842737454,0.1561875906397021,2943.8860948625306,0.4339375941412725,False
karnataka,2020,3,470740515696.6817,0.4660023854672237,0.09821217123266313,0.3677902142345606,1567.2515763953077,0.43341731188450977,False
chandigarh,2022,4,27879754566.939415,0.35603516943274904,0.048212955446652606,0.30782221398609644,1557.1071602393215,0.4333914652352398,False
west-bengal,2019,3,70540532616.83047,0.23526274237164135,0.11963909509050197,0.11562364728113939,1061.6406675804747,0.4333308435319554,False
jammu-&-kashmir,2023,1,55921747581.0,0.26190622054377877,0.04438691359704339,0.21751930694673538,1436.5709419603402,0.4330395272546594,False
maharashtra,2019,3,199617506744.95087,0.30218335097334426,0.1350646736228811,0.16711867735046315,1342.0965272926246,0.43250555423654014,False
mizoram,2020,2,457193433.44231826,0.16607900457019964,0.1951654874298372,-0.029086482859637552,2303.6824855252808,0.4324230661154402,False
goa,2024,4,56562589543.0,0.23193733943113126,0.026299017803765423,0.20563832162736584,1226.1154612974517,0.43238072167351166,False
punjab,2019,2,18614793394.772316,0.37130701722356085,0.16775517719921496,0.2035518400243459,2187.4459765673714,0.43229620840765465,False
arunachal-pradesh,2020,2,1826716832.9849634,0.32202305486981175,0.19097580937302938,0.13104724549678237,2258.6245761918203,0.4319964458965112,False
sikkim,2020,2,1054618788.2612664,0.001084520218718854,0.1461325993252478,-0.14504807910652895,2037.0014317498205,0.4319873147109599,False
odisha,2024,2,1164839284001.0,0.007307716947003495,0.03940950140992161,-0.032101784462918115,1233.903667036859,0.43184382468802673,False
lakshadweep,2022,4,54813873.61493625,0.152035782581585,0.04755455229495853,0.10448123028662648,3196.70342421043,0.43181400785742247,False
karnataka,2024,1,3485248654506.0,0.07523724436584733,0.0389410097156897,0.03629623465015763,1246.3166410305823,0.43177427706995847,False
meghalaya,2024,2,16794614094.0,0.07455926296782023,0.038007727417006976,0.03655153555081325,1514.4389079161213,0.4312940731837639,False
arunachal-pradesh,2020,4,3570264021.845619,0.36794944868060764,0.12252603787503769,0.24542341080556995,2952.7569199362674,0.4309563149012234,False
himachal-pradesh,2023,1,37740947734.0,-0.09666010008612191,0.04494103281574957,-0.14160113290187148,1382.3649000799437,0.430870416550185,False
manipur,2021,2,7889827962.396641,0.11591331275270789,0.07273209922345747,0.04318121352925042,2556.424156109433,0.4307176568011196,False
odisha,2024,4,1305457593239.0,0.10891942862288473,0.035874694044208955,0.07304473457867577,1142.03514186726,0.43017315779574794,False
lakshadweep,2023,4,119831383.0,0.267693946392769,0.03956016177957533,0.22813378461319367,1887.7326832495787,0.4299379463753772,False
puducherry,2019,2,1211446910.1278074,0.33644011199847834,0.1758543202639431,0.16058579173453524,2088.4243128546855,0.42864188182956375,False
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,23945221461.0,0.11039325609222894,0.026655941638858538,0.0837373144533704,841.254701988849,0.42805445561625033,False
jammu-&-kashmir,2022,2,46254290836.6356,0.3953928180196029,0.055669584075594525,0.3397232339440084,1942.3356952870793,0.4276571137885219,False
ladakh,2022,3,3605199350.373904,0.017464187315130664,0.04903760369986765,-0.031573416384736985,3027.396507706128,0.42762479690919913,False
nagaland,2021,2,3156293963.7818685,0.015718184219031706,0.07472763319987674,-0.059009448980845036,2791.226640273816,0.42725516827194665,False
karnataka,2023,3,2985880895587.0,0.07498627028095384,0.03864996329204873,0.03633630698890511,1260.2576308526434,0.42723374600038083,False
jharkhand,2020,1,33611232153.268803,0.19410020664809768,0.11276445120042822,0.08133575544766947,1838.4160027709675,0.4272276985876927,False
karnataka,2019,4,295047143447.2323,0.37527572363650563,0.12837047100951038,0.24690525262699525,1240.7560714928018,0.42695469508868594,False
lakshadweep,2020,4,30111317.917080384,0.4132235175860852,0.14681668496158062,0.2664068326245046,2584.6624821528226,0.4268149404644357,False
telangana,2023,2,2698149935008.0,0.137221068517688,0.03769453205179074,0.09952653646589726,1620.0911247542783,0.42624826918322917,False
chandigarh,2021,3,11815883004.693306,0.4036992985241472,0.07109449542102486,0.33260480310312235,1776.990720740091,0.42593681342518014,False
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,4305939102.791508,0.3636450930179751,0.07791439851127846,0.28573069450669664,1375.932379218049,0.42586337917943906,False
haryana,2024,4,1031959359354.0,0.11779884147306818,0.028273215162413434,0.08952562631065475,1226.487238645273,0.4256447657257446,False
chhattisgarh,2020,2,32268382206.901356,-0.018022053961942897,0.12768859935414945,-0.14571065331609234,1714.4950212012086,0.4254037600817234,False
lakshadweep,2024,2,146212841.0,0.12426116212359073,0.03695500116577288,0.08730616095781785,1340.3569785030022,0.4242214498527078,False
goa,2019,2,1591867103.3876162,0.07899536218714975,0.1712687695253452,-0.09227340733819545,2071.5540989973415,0.4237468376392238,False
sikkim,2021,4,4196783261.6358085,0.40391780948003886,0.06883855912243564,0.3350792503576032,2648.907442277918,0.4237131864025013,False
lakshadweep,2020,2,16942922.085944396,0.25481110906250937,0.14971139971139968,0.10509970935110968,2346.6651088565645,0.42317493637883763,False
mizoram,2022,1,1945158963.6112459,0.09854667540928075,0.06355795396891284,0.03498872144036791,3215.5799285046473,0.42281575199987914,False
goa,2024,3,45913528012.0,-0.032479363573206244,0.03774326605285805,-0.07022262962606429,1248.9361128363928,0.42275567160889693,False
andhra-pradesh,2020,4,654841546033.3309,0.40197772339921367,0.08820572754781697,0.3137719958513967,2288.7070462782535,0.42270138441757166,False
puducherry,2024,3,19535004396.0,0.07088005536190001,-0.03990016567859578,0.11078022104049579,1220.2734121441758,0.42268545633964233,False
odisha,2020,2,91733036612.09654,-0.0024333338221669276,0.09098868625591283,-0.09342202007807976,1833.6127858625546,0.4226295476232674,False
jharkhand,2023,1,367371336021.0,0.321613986346204,0.047637654518244865,0.2739763318279591,1527.797697135621,0.42261346930674165,False
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,1749789114.9993622,0.34353558817469243,0.09448806032334756,0.24904752785134487,1537.1788358546357,0.42211355726835953,False
uttarakhand,2020,4,31792739329.110386,0.43835698207078555,0.09757431816010387,0.3407826639106817,1805.0445785516151,0.42198624914787747,False
madhya-pradesh,2024,4,2003305068845.0,0.13754188512882815,0.035026226476419176,0.10251565865240897,1188.6216255632592,0.4217215420441463,False
himachal-pradesh,2020,1,7419466751.122687,0.020396077342338614,0.1217917835173361,-0.10139570617499749,1790.204501197421,0.4212130000715308,False
karnataka,2023,4,3241376424383.0,0.08556789025764933,0.03437989348431225,0.051187996773337074,1263.9733434712577,0.42116036402438173,False
madhya-pradesh,2022,3,1032908494249.664,0.1913252872486515,0.053827436865974576,0.13749785038267692,1412.5059721095063,0.42114462406372716,False
sikkim,2023,3,8107237421.0,-0.05513912497268081,0.03844660637617614,-0.09358573134885695,1687.2723661101072,0.420855763057514,False
mizoram,2022,4,2037911085.2630196,0.04708785513488567,0.04020041492151716,0.006887440213368512,2937.427873144597,0.42073514876836826,False
andhra-pradesh,2024,2,3181922420088.0,0.05616068931795448,0.03807877564537954,0.018081913672574945,1648.5600006217223,0.42062457558183436,False
manipur,2019,4,1200897682.0886364,0.3906489458938134,0.13969013175269218,0.2509588141411212,2672.557510701459,0.4204424518938784,False
rajasthan,2019,4,159452410049.67044,0.4177543732940292,0.11510584952758429,0.3026485237664449,1874.2736497102194,0.4198209224467351,False
madhya-pradesh,2021,3,504412603851.5364,0.1854563886693259,0.07962506590736362,0.10583132276196228,1619.5967252634675,0.41967914886928026,False
haryana,2020,4,159998504366.54178,0.4602673839900777,0.08704286413704021,0.3732245198530375,1923.7193234872584,0.41956079442960365,False
mizoram,2022,2,2003186567.1089368,0.029831805309094683,0.05412203478034616,-0.02429022947125148,3110.649242300481,0.41953584285881507,False
uttarakhand,2023,1,107179907585.0,-0.0720036700347163,0.04501821023120289,-0.1170218802659192,1350.1164735955197,0.4192920819608798,False
delhi,2021,3,383858316548.28107,0.361484081961591,0.07130318002836344,0.29018090193322754,1607.7120918886296,0.41900996040714095,False
chhattisgarh,2019,2,17002355688.822294,0.3553572694453746,0.1478172222926526,0.207540047152722,1810.6981125898283,0.41807871772559846,False
mizoram,2021,3,1473748650.2119517,0.3124785407918538,0.0874643443685712,0.22501419642328258,3079.7478318178246,0.417689502309136,False
odisha,2020,4,178302663014.61722,0.4559604849861716,0.08820774625383865,0.36775273873233294,1931.2511191678655,0.4176576158984218,False
delhi,2024,4,1057060485903.0,0.10316922691801489,0.02471566636488043,0.07845356055313446,1160.912104873913,0.41758425943303445,False
assam,2024,2,345308670210.0,0.07511199573538607,0.03958706980293569,0.03552492593245038,1272.66567458486,0.41735955513304174,False
karnataka,2019,2,163702024226.0843,0.38758301660610295,0.1657787019779715,0.22180431462813144,1418.5420180648814,0.41733753981391997,False
manipur,2019,3,863552002.5629344,0.19474822794963442,0.15770253169932147,0.037045696250312954,2502.9912424144786,0.417254271658075,False
arunachal-pradesh,2021,2,4456425616.994382,0.16850649307758014,0.0769463461232287,0.09156014695435144,2841.4956578201777,0.4170646245329012,False
haryana,2020,2,80711264923.94069,-0.015430690976888761,0.09461885772008483,-0.11004954869697359,1931.767270663152,0.417042947567396,False
nagaland,2024,2,11012913096.0,0.09636694370425047,0.04075458445174718,0.055612359252503296,1967.0482604890421,0.41699273493471717,False
sikkim,2020,3,1400926728.660399,0.32837262549635127,0.12384820006504271,0.20452442543130855,2348.8338690056735,0.41690335067081497,False
manipur,2024,3,11671516831.0,0.07097779241279234,-0.029634825517620755,0.1006126179304131,2047.6000458588767,0.41674573166357015,False
maharashtra,2024,4,4151028450887.0,0.1257732569123322,0.031111543358675497,0.09466171355365671,1142.2024336315326,0.4166405124819155,False
nagaland,2022,4,6969966384.314046,0.29930015306360946,0.044956504199931135,0.25434364886367833,2814.777606988939,0.4163894648575098,False
mizoram,2023,3,3106130235.0,-0.026842585526398177,0.04354719738592738,-0.07038978291232556,2370.3444906300533,0.4163605787514371,False
goa,2019,4,2923460348.499468,0.46146185606648094,0.11460494208591587,0.34685691398056506,1929.330409655473,0.4153810311903847,False
odisha,2024,1,1156388722536.0,0.1814449661199622,0.042693743873265966,0.13875122224669623,1338.1364923641952,0.4153237932334892,False
goa,2019,3,2000367191.4968417,0.25661695454344513,0.13714060371406034,0.11947635082938479,1831.1405101141338,0.4148908411938169,False
andaman-&-nicobar-islands,2022,1,2129030202.075167,0.10163462387833966,0.06280300919476178,0.038831614683577875,2678.8745641073233,0.4148681856958022,False
sikkim,2020,4,1919275805.1229236,0.3700044162610723,0.10217179998961212,0.26783261627146016,2611.135259032459,0.4143551574910969,False
madhya-pradesh,2022,4,1302999857548.3237,0.26148624471799153,0.04705235096338822,0.2144338937546033,1449.6649737637354,0.4143511238323071,False
jharkhand,2020,4,72805174830.04355,0.4381946418750655,0.09774740196878273,0.3404472399062828,1846.3646897414455,0.4142434941433099,False
nagaland,2023,1,7814397854.0,0.12115287551262122,0.04586167712208722,0.075291198390534,2909.7725451207752,0.41395546985090015,False
meghalaya,2021,4,3848765400.186154,0.38994755239651724,0.07712101853719777,0.31282653385931947,2672.395574889028,0.4135063128837514,False
rajasthan,2024,2,2497094537924.0,0.06236730623066822,0.03784765098664056,0.02451965524402766,1372.8936019623764,0.4134234885722157,False
assam,2023,3,244058014402.0,0.03805535962561901,0.0432900463016912,-0.005234686676072187,1456.407597809537,0.4133257568393027,False
chhattisgarh,2024,4,576828444625.0,0.15978021854414814,0.035045229086005714,0.12473498945814243,1152.146646208976,0.4131868209322426,False
andhra-pradesh,2019,4,200948315488.79117,0.4410274497960769,0.12422106662849752,0.31680638316757936,1874.2013696025863,0.4127696996060777,False
andhra-pradesh,2023,3,2653414098098.0,0.05880794595401295,0.04146274704935293,0.01734519890466002,1798.7243270660729,0.41269217353828047,False
nagaland,2020,1,894780028.73437,0.0721871893020749,0.15054121386538388,-0.07835402456330898,2366.8235998168766,0.41262811199253735,False
bihar,2020,1,109256853527.24608,0.17085887352065443,0.12094544005627239,0.04991343346438204,2423.5238427566874,0.41224323028473675,False
bihar,2024,2,1886846564676.0,0.1521060587445584,0.03816055780787897,0.11394550093667943,1436.078274393148,0.41201969704173574,False
maharashtra,2019,2,153294470088.05832,0.375816904578832,0.15306159231281424,0.22275531226601775,1515.5184663299344,0.41144223820994213,False
dadra-&-nagar-haveli-&-daman-&-diu,2024,2,20328992711.0,0.04148717869919771,0.04036774412491084,0.0011194345742868705,869.0160635298035,0.41137247322400233,False
uttarakhand,2020,2,16094187702.101019,-0.003954217076686084,0.10545398604449674,-0.10940820312118282,1778.8015944371948,0.41116668581239085,False
nagaland,2019,4,834537138.348775,0.28201680851586364,0.16293067922124949,0.11908612929461415,2631.1982165676923,0.41062117587046,False
chandigarh,2024,1,15842176181.0,-0.026966452088582837,0.037459077452535405,-0.06442552954111824,1204.2544922062218,0.410492401160969,False
telangana,2021,4,1463758189500.9102,0.24227420659218635,0.06639574519412883,0.17587846139805752,1886.3111866049169,0.4102597474464859,False
andhra-pradesh,2023,4,2802514977823.0,0.05619208846138157,0.03698497521599187,0.019207113245389706,1754.8760448555968,0.4102419282148293,False
chhattisgarh,2022,3,220161558081.98898,0.21514251070195956,0.051918865071511666,0.1632236456304479,1391.2035326284365,0.40993231217795567,False
arunachal-pradesh,2022,3,9025110785.048607,-0.011668691833365719,0.05315236032132864,-0.06482105215469436,2290.975668245565,0.4098600988876782,False
delhi,2024,2,896917676180.0,0.0773604319688137,0.03786350417291051,0.03949692779590319,1153.5319273185032,0.4097936432345425,False
mizoram,2021,4,1770665741.5230415,0.20147064512553592,0.07708128409192527,0.12438936103361065,3200.023388477816,0.40977629843918273,False
rajasthan,2020,2,193763273003.26535,0.018154938894827444,0.11704346867864923,-0.09888852978382179,1900.4847900547607,0.4094874956243123,False
bihar,2023,4,1434735808415.0,0.2496029312746484,0.03710554876372818,0.2124973825109202,1552.0266967101622,0.4094617923063316,False
gujarat,2020,3,111921752484.71222,0.39227206043315843,0.09437570182267407,0.29789635861048436,1887.6946295728374,0.4092063215198287,False
nagaland,2022,2,5740285349.020281,0.03522729328934493,0.05649895291934759,-0.02127165963000266,2825.876728496605,0.40916659257125876,False
maharashtra,2022,3,1947579187374.547,-0.029254848605196004,0.05176519256247092,-0.08102004116766692,1310.27519780474,0.4089912893721517,False
tripura,2020,1,1588778806.3885026,0.3072063492660686,0.10159457653012516,0.20561177273594344,1718.523925733533,0.40846133748517366,False
jharkhand,2024,4,704010501034.0,0.15428674939346299,0.03747736543183766,0.11680938396162532,1199.5312319486234,0.4083044353789148,False
telangana,2022,2,1951414544517.0774,0.16806534159149877,0.05253809691578715,0.11552724467571163,1835.1011417964019,0.40797578586799094,False
arunachal-pradesh,2023,3,21127391086.0,0.06673293603130426,0.04310170962219462,0.02363122640910964,1650.2637495544793,0.4078141189554453,False
nagaland,2021,1,3107450484.6131988,0.1205753266334999,0.08127458530189191,0.03930074133160799,3184.199238867625,0.4077979333835538,False
uttar-pradesh,2020,4,357428826778.2678,0.43724673628342625,0.0970692785233791,0.34017745776004715,2006.1391256761344,0.4077460400586451,False
telangana,2021,2,1027958332797.5839,0.2859778813268006,0.06751451055447966,0.21846337077232092,2073.0502434286846,0.4070829635084298,False
uttarakhand,2023,3,128762398121.0,-0.03960886480626502,0.039753971845224,-0.07936283665148902,1211.4858852715067,0.4070808580448049,False
bihar,2024,4,2098927476047.0,0.17898696721105,0.04532918653582363,0.13365778067522638,1345.7530150113548,0.40680467923630875,False
madhya-pradesh,2023,3,1237821998249.0,0.029424354481171644,0.0425710170495226,-0.013146662568350953,1264.6159306708062,0.40641269059287477,False
gujarat,2019,4,76690662054.91406,0.2897273172868948,0.10611795832607185,0.18360935896082298,1802.4660468745726,0.40622237725098537,False
chhattisgarh,2021,3,104606108262.77673,0.3286897101231998,0.07629208268254128,0.2523976274406585,1628.416345848099,0.4059951767022014,False
jharkhand,2024,2,620115922491.0,0.10790334423824488,0.03793510058015559,0.06996824365808929,1241.011520397782,0.4058770659450935,False
lakshadweep,2024,4,247756681.0,0.2876625138942315,0.032821412900394975,0.2548411009938365,1252.7072460397317,0.40578446096577875,False
madhya-pradesh,2019,3,77676321491.2433,0.13670614456907226,0.12045901671676829,0.016247127852303977,1448.9036745352187,0.40575250688565867,False
rajasthan,2024,1,2350500173790.0,0.13749679144934812,0.041924041746228546,0.09557274970311957,1469.5457153434065,0.4055569897295896,False
uttarakhand,2024,2,180612915790.0,0.20186797568573178,0.03710720609213203,0.16476076959359975,1139.046676712012,0.4053083653738049,False
arunachal-pradesh,2019,4,1190573179.5272827,0.3045303860044297,0.1531177273092048,0.1514126586952249,2591.159866210964,0.4052619489731665,False
manipur,2022,4,15625956698.341482,0.015897509320808023,0.04425866893622987,-0.02836115961542185,2430.6671050686195,0.40513782410141513,False
ladakh,2023,3,8250572243.0,0.14733042016853992,0.040601023017902804,0.10672939715063712,2278.303889471542,0.4051298127472156,False
karnataka,2023,2,2777599098830.0,0.12443060672247475,0.038238680245275214,0.08619192647719953,1343.2190717762642,0.404977375393619,False
jharkhand,2023,3,418384424020.0,-0.009071932451544917,0.042315255955849285,-0.0513871884073942,1314.6927100271355,0.40471155657250185,False
nagaland,2023,2,8021399310.0,0.026489751336891576,0.04491331682225175,-0.01842356548536017,2745.173362363668,0.4044428559472696,False
maharashtra,2019,4,272994428799.5504,0.3675876091787502,0.1141184608644803,0.2534691483142699,1356.4224774799482,0.40442046815519433,False
andhra-pradesh,2021,1,672444670176.6162,0.026881501715820155,0.07537628322792078,-0.048494781512100626,2320.791652747787,0.4042602234861582,False
bihar,2022,3,791446486557.9156,0.04902176426420013,0.05745979002236812,-0.008438025758167988,1809.5690572764488,0.4042248171860068,False
assam,2020,4,40226611319.26421,0.3484658147277784,0.0975762991733955,0.2508895155543829,2608.1454464910526,0.40396084859393194,False
jammu-&-kashmir,2021,2,22813755428.591644,0.3311523904473288,0.07358501487038849,0.2575673755769403,2275.0465907483617,0.40392147646679916,False
arunachal-pradesh,2021,3,5678124175.29882,0.2741431504310414,0.0831608592167703,0.19098229121427113,2977.5681358402217,0.40363583384333784,False
lakshadweep,2024,1,130052381.0,0.08529483465946486,0.042917933130699026,0.04237690152876583,1602.1038361091948,0.4035654535753154,False
andhra-pradesh,2024,1,3012725669749.0,0.07500787456604141,0.04133695103215684,0.03367092353388457,1716.2337830862987,0.40322117459569645,False
jammu-&-kashmir,2021,3,31598443648.032124,0.38506103245198076,0.07816980861308509,0.30689122383889567,2402.7332625631784,0.40319124331021944,False
nagaland,2021,4,4939083784.1364765,0.23866753148897968,0.07524080116792176,0.16342673032105792,3027.3584120315545,0.40290578602804555,False
himachal-pradesh,2024,2,59849740702.0,0.24988412737147803,0.040203059465119706,0.20968106790635832,1138.1782899642421,0.40279377830090407,False
telangana,2019,4,280746765547.7439,0.39031712063463053,0.11199916912416241,0.2783179515104681,1716.347068753822,0.4027195096529485,False
rajasthan,2021,3,710511328542.4847,0.26492403563013145,0.08000006322116571,0.18492397240896574,1775.0147194402,0.4026135355230154,False
chhattisgarh,2024,2,496313432419.0,0.07192854623343936,0.03700402900118416,0.0349245172322552,1204.5047852383987,0.4024902434684572,False
uttar-pradesh,2024,4,3214106522459.0,0.1827546820918411,0.03757417331645119,0.1451805087753899,1262.9646812920635,0.40244764308774955,False
puducherry,2019,4,1932028317.8789027,0.32266534111199463,0.148559605999955,0.17410573511203964,1907.8840452858108,0.4024475248066277,False
bihar,2020,4,238905613136.47278,0.37833714530092455,0.09577485335001579,0.28256229195090876,2473.3561984838257,0.40244645482932473,False
karnataka,2021,2,837887151230.0494,0.10979113050675227,0.06869200449272728,0.04109912601402499,1578.9855037825687,0.4024098091671552,False
goa,2023,3,37375179974.0,-0.026997328493487682,0.03867195092978548,-0.06566927942327316,1384.2798703009157,0.40226255720226034,False
kerala,2019,4,21151326637.80475,0.28737502111174695,0.17150830685635365,0.1158667142553933,1692.2906583977715,0.40221744550833516,False
assam,2021,4,104184967893.21542,0.37627847759719546,0.07429181723525446,0.301986660361941,2263.8885404053094,0.40144137638678223,False
sikkim,2021,1,2217667726.840725,0.1554711005689411,0.0785631096719468,0.0769079908969943,2771.429908235086,0.40124645076541793,False
dadra-&-nagar-haveli-&-daman-&-diu,2024,1,19519196325.0,0.1116943649632085,0.042492721240436016,0.06920164372277249,924.4228276199171,0.4011819281531485,False
assam,2019,3,12950443620.426497,0.1821524457851489,0.15425017065210445,0.02790227513304444,2179.2661156974814,0.4011680978585869,False
uttar-pradesh,2020,3,248689955423.06284,0.39131905395809374,0.10398893367158957,0.2873301202865042,1951.959890627928,0.40098093516831973,False
odisha,2019,3,57304577359.22323,0.2804103046146247,0.1118286591354738,0.1685816454791509,1383.4242930765176,0.40025439616586256,False
lakshadweep,2020,3,21306833.308656838,0.2575654424057512,0.14339504235958578,0.11417040004616541,2480.711760234816,0.40000409493197986,False
tripura,2019,3,1017377422.8172246,0.20854295542096057,0.12778666078550294,0.08075629463545764,1429.4690485364613,0.39975803167146146,False
nagaland,2021,3,3987416848.005448,0.2633223944792926,0.08265535938962199,0.18066703508967064,2938.8563965629573,0.399489223734589,False
manipur,2021,3,10406861028.904856,0.3190225539142977,0.07853098754058485,0.24049156637371283,2640.399754022396,0.39939423378637307,False
mizoram,2024,2,3798477640.0,0.046384689589249684,0.03884306529559245,0.007541624293657234,1921.2573903217829,0.3993213170917801,False
kerala,2019,3,16429809722.064484,0.2607889848679721,0.17284985649959395,0.08793912836837814,1769.2913924284742,0.3986070892216893,False
punjab,2024,1,223303420322.0,-0.03390179145353467,0.03929702176257388,-0.07319881321610855,1566.632803375462,0.3985263596842355,False
haryana,2024,2,905444595600.0,0.12228286682459655,0.037473210463921935,0.08480965636067461,1225.969512788115,0.39843821330753526,False
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,17558059967.0,0.1630884118080873,0.038178670907764944,0.12490974090032236,959.3324301171219,0.3981834461907822,False
chandigarh,2020,3,5089809353.36507,0.3230539490866904,0.07800482234332584,0.24504912674336454,2358.483097228317,0.39806168331272235,False
telangana,2021,3,1178289126292.254,0.1462421079709968,0.07147028876575368,0.07477181920524312,1891.6586237263816,0.3980159195043631,False
arunachal-pradesh,2021,4,6943510352.611347,0.22285285390855947,0.07462645825442804,0.14822639565413143,2904.507722591313,0.39796555793124094,False
andaman-&-nicobar-islands,2022,2,2685920350.0802655,0.2615698675680116,0.055605075503355694,0.2059647920646559,2507.3541122669503,0.39791907858476,False
goa,2021,1,9757242879.021425,0.41413564667485514,0.08046301631588526,0.3336726303589699,1830.0953210823768,0.3977596696591806,False
meghalaya,2023,3,11406633080.0,0.029060977537146426,0.0431165511722118,-0.014055573635065377,1891.6968437978971,0.3976992384565918,False
meghalaya,2022,1,4662338331.331895,0.21138543053478687,0.06480679907436704,0.14657863146041983,2783.9010785680816,0.3975737719607999,False
meghalaya,2019,3,612218602.1535332,0.241995823114189,0.16922644690016853,0.07276937621402046,1997.1247827549607,0.3974212811165318,False
madhya-pradesh,2024,2,1779679946627.0,0.09490451387817855,0.038454943549871556,0.056449570328307,1239.7872448637988,0.39735623177705154,False
nagaland,2022,1,5544951708.895756,0.12266808000002505,0.06343705527135657,0.05923102472866848,2879.0705629713284,0.39734791781813017,False
bihar,2019,4,93313426577.80928,0.37848411738796184,0.13034884248736334,0.2481352749005985,2143.6423954536435,0.3972508236377126,False
uttarakhand,2024,4,194908790959.0,0.1239451017884996,0.028052811973959146,0.09589228981454045,1138.9108114176613,0.3972504526144185,False
madhya-pradesh,2020,4,284275139772.3714,0.38197772518794904,0.09341786647547834,0.2885598587124707,1850.116749923266,0.3971505279429749,False
jammu-&-kashmir,2024,4,160950980732.0,0.11407624619119927,0.030453597447283043,0.08362264874391623,1274.745995296402,0.3969866509429235,False
arunachal-pradesh,2020,1,1381758681.3301468,0.16058273870974848,0.15268208566280794,0.007900653046940542,2436.2122472431734,0.3969390947090201,False
uttar-pradesh,2020,2,178744016130.2882,0.03669940844694919,0.11731391376827949,-0.0806145053213303,1772.3404410641697,0.39690124566754964,False
madhya-pradesh,2020,3,205701679984.5381,0.3906089609620669,0.1046031961357512,0.2860057648263157,1894.473249464494,0.396521119032448,False
meghalaya,2021,2,2193617254.890599,0.06718606199600607,0.07762915926630298,-0.010443097270296908,2411.644376381769,0.39623314021284595,False
sikkim,2019,4,1176509601.656218,0.32981544960553233,0.13203779466199106,0.19777765494354127,1533.770844455158,0.3960178499413194,False
lakshadweep,2023,2,97987438.0,0.14844334156829797,0.04375946057520297,0.104683880993095,2806.21564808981,0.395902229314892,False
maharashtra,2024,2,3573189333587.0,0.05938228360075137,0.03793686437465893,0.021445419226092444,1166.376822723592,0.3958030070950163,False
telangana,2020,1,371343780368.2161,0.3227001196032133,0.09680054463668952,0.2258995749665238,1862.2168643559837,0.39579164579189896,False
maharashtra,2021,3,1159257305167.4438,0.26678858362498015,0.07352936542033839,0.19325921820464176,1462.0951342101466,0.39578302386442465,False
meghalaya,2023,1,10084840615.0,0.12096865225624587,0.04402652020506426,0.07694213205118161,2421.501790643035,0.39570954665662694,False
himachal-pradesh,2024,1,47884231339.0,-0.00820242755958267,0.04280036048454816,-0.05100278804413083,1211.6283303518894,0.39563392285037874,False
rajasthan,2023,4,2066379607801.0,0.1478449074969148,0.03742811201353713,0.11041679548337768,1531.2502756548172,0.3956044964479791,False
madhya-pradesh,2024,1,1625420229864.0,0.13944405712044694,0.04285689173143492,0.09658716538901202,1263.7809518460401,0.3955662779864598,False
andhra-pradesh,2023,2,2506039086916.0,0.11426496518652107,0.04039783714662115,0.07386712803989992,1919.3702143926987,0.3954306088784468,False
tripura,2020,4,3182130996.221309,0.3588284554751997,0.0859472674136188,0.2728811880615809,1926.3576849677092,0.39530904594925875,False
punjab,2020,1,31374185265.89967,0.046161792209983066,0.12576533638073029,-0.07960354417074722,2061.678971517776,0.3950720773993526,False
tamil-nadu,2021,3,365207323053.93335,0.3860526339940218,0.07430115304285834,0.31175148095116345,1787.1010098265554,0.3948410713236028,False
punjab,2020,3,40123092147.813385,0.3248654521086567,0.11093458945857293,0.21393086265008376,2331.4403063814184,0.3947972881628967,False
jharkhand,2021,4,166017119003.70593,0.3620127688806807,0.07223087455255284,0.28978189432812784,1729.1821222807944,0.39470360383386166,False
madhya-pradesh,2019,4,104687926790.85822,0.347745680807761,0.12035416685002587,0.22739151395773516,1536.5458770161285,0.3941361947237135,False
manipur,2024,4,12061708556.0,0.03343110674043981,0.03481501483470506,-0.0013839080942652515,2097.53413896682,0.3939659369317896,False
manipur,2021,4,12658472038.211836,0.216358323903161,0.07186474599791559,0.14449357790524542,2700.509177444621,0.39387999787180566,False
